person,total_spend,num_completed_offers,num_transactions,offer_success_rate,mean_spend_per_transaction,age_group,income_bracket,gender,cluster
0009655768c64bdeb2e877511632db8f,0.0,-0.26307783419511854,0.2868373111500555,-0.03664875203495014,0.1425601268800961,18-35,60k-90k,M,3
00116118485d4dfda04fdbaba9a87b5c,0.0,-0.26307783419511854,-1.6123616474872562,0.8481729423031698,-0.773561121263194,Unknown,Unknown,Unknown,2
0011e0d4e6b944f998e987f904e8c1e5,0.0,0.13071629196641105,-0.005347144024915534,0.8481729423031698,0.13891741442175679,35-50,30k-60k,O,2
0020c2b971eb4e9188eac86d93036a77,0.0,-0.26307783419511854,0.14074508356256998,-0.03664875203495014,0.6862977666744654,50-65,60k-90k,F,3
0020ccbbb6d84e358d3414a3ff76cffd,0.0,-0.26307783419511854,0.7251139939125121,0.8481729423031698,-0.05292164081958328,18-35,30k-60k,F,0
003d66b6608740288d6cc97a6903f4f0,0.0,0.5245104181279406,1.7477595870249107,0.21615744634736947,-0.6905184426152267,18-35,60k-90k,F,0
00426fe3ffde4c6b9cb9ad6d077a13ea,0.0,-1.0506660865181776,1.017298449087483,-1.8062921407111903,-0.6060800886958649,18-35,60k-90k,F,1
004b041fbfe44859945daa2c7f79ee64,0.0,-1.0506660865181776,-0.7358082819623432,-0.6265298815936972,0.5891064299627374,50-65,60k-90k,F,3
004c5799adbf42868b9cff0396190900,0.0,1.3120986704509998,1.1633906766749686,0.35660533433754726,0.9589254850004709,50-65,90k-120k,M,0
005500a7188546ff8a767329a2f7c76a,0.0,1.7058927966125292,-0.7358082819623432,0.04378958381396989,-0.5395063782503516,50-65,30k-60k,M,2
0056df74b63b4298809f0b375a304cf4,0.0,-0.6568719603566481,-0.4436238267873721,-0.2578541756194804,0.9513679034058699,50-65,90k-120k,M,2
0063def0f9c14bc4805322a488839b32,0.0,0.13071629196641105,-0.7358082819623432,0.8481729423031698,-0.7082435185619357,Unknown,Unknown,Unknown,2
0069a50874d846438e58acff5e594725,0.0,-1.0506660865181776,-1.027992737137314,-1.3638812935421305,-0.43838970483782663,Unknown,Unknown,Unknown,1
00715b6e55c3431cb56ff7307eb19675,0.0,-0.26307783419511854,1.601667359437425,-0.6265298815936972,0.7114513242531711,50-65,90k-120k,F,0
